Sentence,Word,POS,Tag
,"74,592.12",NUM,OB-U
,.,PUNCT,O
1245,Money,NOUN,O
,Out,ADP,O
,.,PUNCT,O
1246,£,SYM,O
,"23,053.97",NUM,O
,.,PUNCT,O
1247,Balance,NOUN,O
,on,ADP,O
,12,NUM,TD-B
,August,PROPN,TD-I
,2020,NUM,TD-L
,.,PUNCT,O
1248,£,SYM,CB-U
,"63,734.23",NUM,CB-U
,.,PUNCT,B-U
1249,Your,DET,O
,Transactions,PROPN,O
,Column,PROPN,O
,Date,PROPN,O
,.,PUNCT,O
1250,Column,PROPN,O
,Description,PROPN,O
,.,PUNCT,O
1251,Column,PROPN,O
,Type,PROPN,O
,.,PUNCT,O
1252,Column,NOUN,O
,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1253,Column,NOUN,O
,Money,NOUN,O
,Out,ADV,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1254,Column,PROPN,O
,Balance,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1255,Date,NOUN,O
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1256,Description,NOUN,O
,JJ,PROPN,PDE-B
,FOOD,PROPN,PDE-I
,SERVICE,PROPN,PDE-I
,-,PUNCT,PDE-I
,CD,PROPN,PDE-I
,0616,NUM,PDE-I
,01AUG20,PUNCT,PDE-L
,.,PUNCT,O
1257,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1258,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1259,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,209.76,NUM,PO-U
,.,PUNCT,O
1260,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"74,382.36",NUM,PI-U
,.,PUNCT,O
1261,Date,NOUN,O
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1262,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,02AUG20,NOUN,PDE-L
,.,PUNCT,O
1263,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1264,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1265,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,37.52,NUM,PO-U
,.,PUNCT,O
1266,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"74,344.84",NUM,B-U
,.,PUNCT,O
1267,Date,NOUN,O
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1268,Description,NOUN,O
,BCARD1477799010820,PROPN,PDE-B
,BW2451578812121400,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1269,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,572.90,NUM,PI-U
,.,PUNCT,O
1270,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1271,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"74,917.74",NUM,B-U
,.,PUNCT,O
1272,Date,NOUN,O
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1273,Description,NOUN,O
,BCARD1477799310720,PROPN,PDE-B
,BW2449113220221300,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1274,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,377.20,NUM,PI-U
,.,PUNCT,O
1275,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1276,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"75,294.94",X,B-U
,.,PUNCT,O
1277,Date,NOUN,O
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1278,Description,NOUN,O
,BCARD1477799020820,PROPN,PDE-B
,BW2454054917021500,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1279,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,517.75,NUM,PI-U
,.,PUNCT,O
1280,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1281,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"75,812.69",NUM,B-U
,.,PUNCT,O
1282,Date,NOUN,O
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1283,Description,NOUN,O
,LNK,PROPN,PDE-B
,LAINDON,PROPN,PDE-I
,RAILWA,PROPN,PDE-I
,CD,PROPN,PDE-I
,0616,NUM,PDE-I
,03AUG20,NUM,PDE-L
,.,PUNCT,O
1284,Type,VERB,O
,CPT,PROPN,PT-U
,.,PUNCT,O
1285,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1286,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,200.00,NUM,PO-U
,.,PUNCT,O
1287,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"75,612.69",NUM,B-U
,.,PUNCT,O
1288,Date,NOUN,O
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1289,Description,NOUN,O
,FLIPDISH,PROPN,PDE-B
,LTD,PROPN,PDE-I
,6408,NUM,PDE-I
,FDISH200803,PROPN,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1290,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,987.67,NUM,PI-U
,.,PUNCT,O
1291,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1292,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"76,600.36",NUM,B-U
,.,PUNCT,O
1293,Date,NOUN,O
,03,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1294,Description,NOUN,O
,MAKRO,PROPN,PDE-B
,SELF,NOUN,PDE-I
,SERVICE,NOUN,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
1295,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1296,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1297,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,47.24,NUM,PO-U
,.,PUNCT,O
1298,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"76,553.12",X,B-U
,.,PUNCT,O
1299,Date,NOUN,O
,04,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1300,Description,NOUN,O
,BCARD1477799030820,PROPN,PDE-B
,BW2456137401921600,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1301,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,337.40,NUM,PI-U
,.,PUNCT,O
1302,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1303,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"76,890.52",NUM,B-U
,.,PUNCT,O
1304,Date,NOUN,O
,05,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1305,Description,NOUN,O
,BCARD1477799040820,PROPN,PDE-B
,BW2458437275121700,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1306,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,469.65,NUM,PI-U
,.,PUNCT,O
1307,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1308,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"77,360.17",NUM,B-U
,.,PUNCT,O
1309,Date,NOUN,O
,05,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1310,Description,NOUN,O
,SUMAN,PROPN,PDE-B
,SAM,PROPN,PDE-I
,POOPALAS,PROPN,PDE-I
,500000000632993956,NUM,PDE-I
,SALARY,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
1311,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1312,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"2,000.00",NUM,PO-U
,.,PUNCT,O
1313,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"75,360.17",NUM,B-U
,.,PUNCT,O
1314,Date,NOUN,O
,05,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1315,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
1316,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1317,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1318,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,38.26,NUM,PO-U
,.,PUNCT,O
1319,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"75,321.91",NUM,B-U
,.,PUNCT,O
1320,Date,NOUN,O
,05,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1321,Description,NOUN,O
,JJ,PROPN,PDE-B
,FOOD,PROPN,PDE-I
,SERVICE,PROPN,PDE-I
,-,PUNCT,PDE-I
,CD,PROPN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
1322,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1323,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1324,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,48.46,NUM,PO-U
,.,PUNCT,O
1325,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"75,273.45",X,B-U
,.,PUNCT,O
1326,Date,NOUN,O
,06,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1327,Description,NOUN,O
,BCARD1477799050820,PROPN,PDE-B
,BW2460743022021800,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1328,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,420.20,NUM,PI-U
,.,PUNCT,O
1329,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1330,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"75,693.65",NUM,B-U
,.,PUNCT,O
1331,Date,NOUN,O
,06,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1332,Description,NOUN,O
,BASILDON,PROPN,PDE-B
,DISTRICT,PROPN,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
1333,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1334,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1335,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,700.00,NUM,PO-U
,.,PUNCT,O
1336,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"74,993.65",NUM,B-U
,.,PUNCT,O
1337,Date,NOUN,O
,06,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1338,Description,NOUN,O
,BASILDON,PROPN,PDE-B
,DISTRICT,PROPN,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
1339,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1340,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1341,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,000.00",NUM,PO-U
,.,PUNCT,O
1342,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"69,993.65",NUM,B-U
,.,PUNCT,O
1343,(,PUNCT,O
,Continued,VERB,O
,on,ADP,O
,next,ADJ,O
,page,NOUN,O
,),PUNCT,O
,Page,NOUN,O
,2,NUM,O
,of,ADP,O
,3,NUM,O
,logo,NOUN,O
,",",PUNCT,O
,Lloyds,PROPN,O
,Bank,PROPN,O
,.,PUNCT,O
1344,12,NUM,ID-B
,August,PROPN,ID-I
,2020,NUM,ID-L
,Lloyds,PROPN,O
,Bank,PROPN,O
,plc,PROPN,O
,.,PUNCT,O
1345,Registered,PROPN,O
,Office,PROPN,O
,:,PUNCT,O
,25,NUM,O
,Gresham,PROPN,O
,Street,PROPN,O
,",",PUNCT,O
,London,PROPN,O
,EC2V,NOUN,O
,7HN,NUM,O
,.,PUNCT,O
1346,Registered,VERB,O
,in,ADP,O
,England,PROPN,O
,and,CCONJ,O
,Wales,PROPN,O
,no,INTJ,O
,.,PUNCT,O
1347,2065,NUM,O
,.,PUNCT,O
1348,Authorised,VERB,O
,by,ADP,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,regulated,VERB,O
,by,ADP,O
,the,DET,O
,Financial,PROPN,O
,Conduct,PROPN,O
,Authority,PROPN,O
,and,CCONJ,O
,the,DET,O
,Prudential,PROPN,O
,Regulation,PROPN,O
,Authority,PROPN,O
,under,ADP,O
,Registration,PROPN,O
,Number,PROPN,O
,119278,NUM,O
,.,PUNCT,O
,BUSINESS,PROPN,O
,ACCOUNT,PROPN,O
,Sort,PROPN,O
,Code,PROPN,O
,30,NUM,SC-U
,-,SYM,SC-U
,90,NUM,SC-U
,-,PUNCT,SC-U
,90,NUM,SC-U
1349,Account,NOUN,O
,Number,PROPN,O
,31207668,NUM,ANU-U
,Your,DET,O
,Transactions,PROPN,O
,Column,PROPN,O
,Date,PROPN,O
,.,PUNCT,O
1350,Column,PROPN,O
,Description,PROPN,O
,.,PUNCT,O
1351,Column,PROPN,O
,Type,PROPN,O
,.,PUNCT,O
1352,Column,NOUN,O
,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1353,Column,NOUN,O
,Money,NOUN,O
,Out,ADV,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1354,Column,PROPN,O
,Balance,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,.,PUNCT,O
1355,Date,NOUN,O
,06,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1356,Description,NOUN,O
,BASILDON,PROPN,PDE-B
,DISTRICT,PROPN,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
1357,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1358,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1359,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,000.00",NUM,PO-U
,.,PUNCT,O
1360,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"64,993.65",NUM,B-U
,.,PUNCT,O
1361,Date,NOUN,O
,07,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1362,Description,NOUN,O
,JUST,ADV,PDE-B
,EAT.CO.UK,NOUN,PDE-I
,ACC,PROPN,PDE-I
,JEAT4829034,PROPN,PDE-L
,-,PUNCT,PDE-L
,566811,NUM,PDE-L
,.,PUNCT,O
1363,Type,VERB,O
,BGC,NOUN,PT-U
,.,PUNCT,O
1364,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"5,011.73",NUM,PI-U
,.,PUNCT,O
1365,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1366,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"70,005.38",NUM,B-U
,.,PUNCT,O
1367,Date,NOUN,O
,07,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1368,Description,NOUN,O
,BCARD1477799060820,PROPN,PDE-B
,BW2463109870121900,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1369,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,499.25,NUM,PI-U
,.,PUNCT,O
1370,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1371,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"70,504.63",NUM,B-U
,.,PUNCT,O
1372,Date,NOUN,O
,07,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1373,Description,NOUN,O
,TOWN,PROPN,PDE-B
,SQ,PROPN,PDE-I
,BASILDON,PROPN,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,07AUG20,NOUN,PDE-L
,.,PUNCT,O
1374,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1375,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1376,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,150.00,NUM,PO-B
,.,PUNCT,PO-L
1377,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"70,354.63",NUM,B-U
,.,PUNCT,O
1378,Date,NOUN,O
,07,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1379,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-L
,.,PUNCT,O
1380,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1381,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1382,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,15.83,NUM,PO-U
,.,PUNCT,O
1383,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"70,338.80",NUM,B-U
,.,PUNCT,O
1384,Date,NOUN,O
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1385,Description,NOUN,O
,EXCEL,PROPN,PDE-B
,FOOD,PROPN,PDE-I
,LTD,PROPN,PDE-I
,200000000632230125,NUM,PDE-I
,BILL,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
1386,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1387,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"3,000.00",NUM,PO-U
,.,PUNCT,O
1388,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"67,338.80",X,B-U
,.,PUNCT,O
1389,Date,NOUN,O
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1390,Description,NOUN,O
,TESCO,PROPN,PDE-B
,PFS,PROPN,PDE-I
,3987,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,08AUG20,NUM,PDE-L
,.,PUNCT,O
1391,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1392,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1393,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,50.00,NUM,PO-U
,.,PUNCT,O
1394,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"67,288.80",NUM,B-U
,.,PUNCT,O
1395,Date,NOUN,O
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1396,Description,NOUN,O
,SUMAN,PROPN,PDE-B
,SAM,PROPN,PDE-I
,POOPALAS,PROPN,PDE-I
,200000000632536102,NUM,PDE-I
,SALARY,PROPN,PDE-L
,Type,PROPN,O
,FPO,PROPN,PT-U
,.,PUNCT,O
1397,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1398,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"1,500.00",NUM,PO-U
,.,PUNCT,O
1399,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"65,788.80",NUM,B-U
,.,PUNCT,O
1400,Date,NOUN,O
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1401,Description,NOUN,O
,TESCO,PROPN,PDE-B
,STORE,NOUN,PDE-I
,2082,NUM,PDE-I
,CD,NOUN,PDE-I
,0616,NUM,PDE-I
,09AUG20,NOUN,PDE-L
,.,PUNCT,O
1402,Type,VERB,O
,DEB,PROPN,PT-U
,.,PUNCT,O
1403,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1404,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,32.98,NUM,PO-U
,.,PUNCT,O
1405,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"65,755.82",NUM,B-U
,.,PUNCT,O
1406,Date,NOUN,O
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1407,Description,NOUN,O
,BARCLAYCARD,PROPN,PDE-B
,BCD01477799310720,NOUN,PDE-L
,.,PUNCT,PDE-L
,Type,VERB,O
,DD,PROPN,PT-U
,.,PUNCT,O
1408,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1409,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,184.52,NUM,PO-U
,.,PUNCT,O
1410,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"65,571.30",NUM,B-U
,.,PUNCT,O
1411,Date,NOUN,O
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1412,Description,NOUN,O
,BCARD1477799070820,PROPN,PDE-B
,BW2465556043722000,NOUN,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1413,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,463.50,NUM,PI-U
,.,PUNCT,O
1414,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1415,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"66,034.80",NUM,B-U
,.,PUNCT,O
1416,Date,NOUN,O
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1417,Description,NOUN,O
,BCARD1477799090820,PROPN,PDE-B
,BW2470385508122200,PROPN,PDE-I
,200000,NUM,PDE-L
,Type,PROPN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1418,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,435.65,NUM,PI-U
,.,PUNCT,O
1419,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,blank,ADJ,O
,.,PUNCT,O
1420,Balance,NOUN,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,"66,470.45",NUM,B-U
,.,PUNCT,O
1421,Date,NOUN,O
,10,NUM,PDA-B
,Aug,PROPN,PDA-I
,20,NUM,PDA-L
,.,PUNCT,O
1422,Description,NOUN,O
,BCARD1477799080820,VERB,PDE-B
,BW2467981634122100,ADV,PDE-I
,200000,NUM,PDE-L
,Type,NOUN,O
,FPI,PROPN,PT-U
,.,PUNCT,O
1423,Money,NOUN,O
,In,ADP,O
,(,PUNCT,O
,£,PROPN,O
,),PUNCT,O
,599.55,NUM,PI-U
,.,PUNCT,O
1424,Money,NOUN,O
,Out,PROPN,O
,(,PUNCT,O
,£,PROPN,O
